Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Entrega_Atipica,Fecha_Futura_Invalida,Es_Venta_Fantasma,Categoria,Stock_Actual,Costo_Unitario_USD,Costo_Atipico,Bodega_Origen,Lead_Time_Dias_Clean,Ultima_Revision,Dias_Desde_Ultima_Revision,Rating_Producto_Prom,Rating_Logistica_Prom,Satisfaccion_NPS_Prom,Ticket_Soporte_Abierto,N_Feedbacks,Ingreso_Bruto,Margen_Utilidad_USD,Margen_Porcentual,Brecha_Entrega_Dias,Ratio_Soporte_Categoria
TRX-18456,PROD-1401,2025-08-20,1.0,1215.63,61.57,28.0,Sin Información,Bogotá,Online,False,False,False,Accesorios,1881.0,239.91,False,Occidente,10.0,2025-05-14,262.0,,,,False,0,1215.63,914.1500000000001,0.7519969069535961,18.0,0.20368574199806014
TRX-18457,PROD-2853,2024-09-29,1.0,1009.78,92.41,21.0,Sin Información,Medellín,App,False,False,False,Laptops,1662.0,815.87,False,Sur,5.0,2024-11-14,443.0,,,,False,0,1009.78,101.49999999999997,0.10051694428489372,16.0,0.21533203125
TRX-18458,PROD-3028,2025-04-04,7.0,1060.59,75.5,3.0,Entregado,Bogotá,App,False,False,False,Tablets,399.0,1421.29,False,Occidente,5.0,2025-06-30,215.0,1.0,1.0,69.7,False,1,7424.129999999999,-2600.4000000000005,-0.35026326317023015,-2.0,0.20235756385068762
TRX-18459,PROD-1985,2025-08-04,12.0,471.54,33.68,19.0,Retrasado,Bogotá,Físico,False,False,False,Tablets,91.0,576.33,False,Norte,10.0,2024-03-11,691.0,2.0,4.0,2.6499999999999986,True,2,5658.4800000000005,-1291.1600000000003,-0.22818141974523198,9.0,0.20235756385068762
TRX-18460,PROD-1340,2024-09-23,1.0,1353.26,52.36,6.0,Perdido,Medellín,WhatsApp,False,False,False,Smartphones,1534.0,1245.31,False,Norte,3.0,2024-04-20,651.0,,,,False,0,1353.26,55.590000000000046,0.041078580612742596,3.0,0.20174165457184326
TRX-18461,PROD-3287,2024-11-23,9.0,540.17,16.22,27.0,Retrasado,Medellín,App,False,False,False,Monitores,1807.0,1217.42,False,Zona_Franca,5.0,2024-05-12,629.0,,,,False,0,4861.53,-6111.470000000001,-1.2571083588911314,22.0,0.20249520153550865
TRX-18462,PROD-1050,2025-08-31,6.0,784.98,86.05,17.0,Entregado,Bucaramanga,App,False,False,False,Smartphones,1058.0,732.89,False,Bod-Ext-99,27.5,2025-10-14,109.0,,,,False,0,4709.88,226.49000000000018,0.0480882740112275,-10.5,0.20174165457184326
TRX-18463,PROD-3839,2024-12-20,4.0,744.14,85.38,5.0,Retrasado,Medellín,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,2976.56,,,,0.20959451741861793
TRX-18464,PROD-3997,2024-10-10,12.0,1347.33,21.65,21.0,En Camino,Bogotá,WhatsApp,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,16167.96,,,,0.20959451741861793
TRX-18465,PROD-2665,2025-01-08,4.0,189.6,10.9,5.0,Sin Información,Barranquilla,WhatsApp,False,False,False,Laptops,1553.0,1113.08,False,Bod-Ext-99,10.0,2025-08-03,181.0,,,,False,0,758.4,-3704.8199999999997,-4.88504746835443,-5.0,0.21533203125
TRX-18466,PROD-1892,2025-02-04,13.0,419.03,72.63,19.0,Entregado,Sin Ciudad,WhatsApp,False,False,False,Laptops,967.0,354.05,False,Occidente,3.0,2024-06-07,603.0,,,,False,0,5447.389999999999,772.1099999999996,0.14173943852009854,16.0,0.21533203125
TRX-18467,PROD-1543,2025-09-28,12.0,408.99,73.65,22.0,Retrasado,Sin Ciudad,WhatsApp,False,False,False,Tablets,1681.0,725.96,False,Sur,27.5,2025-06-18,227.0,,,,False,0,4907.88,-3877.2900000000004,-0.7900132032568035,-5.5,0.20235756385068762
TRX-18468,PROD-2468,2025-07-29,14.0,225.77,21.83,11.0,Perdido,Cali,WhatsApp,False,False,False,Accesorios,1947.0,1152.58,False,Occidente,5.0,2024-05-17,624.0,,,,False,0,3160.78,-12997.17,-4.112013490340992,6.0,0.20368574199806014
TRX-18469,PROD-2211,2024-11-28,5.0,423.11,68.48,1.0,Retrasado,Medellín,WhatsApp,False,False,False,Accesorios,1392.0,263.39,False,Norte,3.0,2025-07-09,206.0,,,,False,0,2115.55,730.1200000000001,0.34512065420339866,-2.0,0.20368574199806014
TRX-18470,PROD-1979,2024-12-24,2.0,1218.05,31.5,26.0,Devuelto,Sin Ciudad,App,False,False,False,Laptops,1737.0,1252.87,False,Bod-Ext-99,10.0,2024-10-10,478.0,,,,False,0,2436.1,-101.13999999999987,-0.04151717909773814,16.0,0.21533203125
TRX-18471,PROD-3652,2025-02-07,5.0,1467.01,29.76,13.0,Entregado,Medellín,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,7335.05,,,,0.20959451741861793
TRX-18472,PROD-1371,2025-03-30,2.0,1324.0,52.36,17.0,Retrasado,Medellín,Físico,False,False,False,Sin Categoría,22.0,1236.65,False,Occidente,0.0,2024-12-29,398.0,,,,False,0,2648.0,122.33999999999982,0.046200906344410805,17.0,0.20517737296260785
TRX-18473,PROD-1065,2024-11-20,12.0,955.62,35.83,11.0,Sin Información,Medellín,WhatsApp,False,False,False,Tablets,1833.0,1348.57,False,Bod-Ext-99,3.0,2024-09-16,502.0,,,,False,0,11467.44,-4751.23,-0.4143235107399733,8.0,0.20235756385068762
TRX-18474,PROD-2965,2025-03-28,4.0,114.34,54.44,18.0,En Camino,Sin Ciudad,Online,False,False,False,Laptops,394.0,1125.44,False,Bod-Ext-99,10.0,2025-05-08,268.0,3.3333333333333335,2.3333333333333335,68.06666666666666,True,3,457.36,-4098.84,-8.961955571103726,8.0,0.21533203125
TRX-18475,PROD-3740,2025-05-15,10.0,1918.42,81.42,4.0,Sin Información,Cali,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,5.0,1.0,-47.3,True,1,19184.2,,,,0.20959451741861793
TRX-18476,PROD-2248,2024-11-30,11.0,344.47,52.37,26.0,Devuelto,Bogotá,Online,False,False,False,Tablets,1886.0,695.04,False,Zona_Franca,5.0,2024-08-08,541.0,,,,False,0,3789.17,-3908.6399999999994,-1.0315293322812118,21.0,0.20235756385068762
TRX-18477,PROD-1662,2025-12-13,14.0,1340.16,33.31,25.0,Entregado,Bogotá,App,False,False,False,Monitores,398.0,854.3,False,Sur,0.0,2025-01-18,378.0,,,,False,0,18762.24,6768.730000000001,0.3607634269682085,25.0,0.20249520153550865
TRX-18478,PROD-3880,2024-12-29,5.0,1826.65,88.98,10.0,Devuelto,Cali,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,9133.25,,,,0.20959451741861793
TRX-18479,PROD-2881,2024-09-30,6.0,1398.58,10.23,24.0,Perdido,Medellín,App,False,False,False,Tablets,1038.0,1060.2,False,Sur,27.5,2025-03-04,333.0,,,,False,0,8391.48,2020.0499999999993,0.24072630811251405,-3.5,0.20235756385068762
TRX-18480,PROD-3336,2025-12-28,6.0,443.92,80.72,27.0,En Camino,Barranquilla,Online,False,False,False,Smartphones,1892.0,1287.26,False,Zona_Franca,5.0,2025-05-30,246.0,,,,False,0,2663.52,-5140.759999999999,-1.9300624737189882,22.0,0.20174165457184326
TRX-18481,PROD-3390,2026-01-23,9.0,638.43,79.52,26.0,Perdido,Bogotá,Online,False,False,False,Tablets,1020.0,100.98,False,Sur,3.0,2024-04-23,648.0,4.0,4.5,36.900000000000006,True,2,5745.87,4757.529999999999,0.8279912354438925,23.0,0.20235756385068762
TRX-18482,PROD-1099,2025-07-30,4.0,70.11,29.09,11.0,Sin Información,Cali,WhatsApp,False,False,False,Monitores,394.0,1211.42,False,Sur,27.5,2025-07-18,197.0,4.0,4.0,42.1,False,1,280.44,-4594.330000000001,-16.382577378405365,-16.5,0.20249520153550865
TRX-18483,PROD-2863,2025-02-03,13.0,1229.39,23.84,18.0,Sin Información,Bogotá,App,False,False,False,Laptops,618.0,423.34,False,Occidente,5.0,2024-03-25,677.0,,,,False,0,15982.070000000002,10454.810000000001,0.6541586915837561,13.0,0.21533203125
TRX-18484,PROD-2899,2025-10-12,14.0,1229.86,52.36,1.0,Retrasado,Medellín,Físico,False,False,False,Tablets,1870.0,716.05,False,Norte,5.0,2024-03-18,684.0,3.0,5.0,-31.1,True,1,17218.039999999997,7140.98,0.4147382628917113,-4.0,0.20235756385068762
TRX-18485,PROD-1567,2024-11-17,5.0,1453.75,88.1,4.0,Devuelto,Bogotá,App,False,False,False,Sin Categoría,981.0,541.99,False,Occidente,10.0,2025-12-08,54.0,,,,False,0,7268.75,4470.7,0.6150576096302666,-6.0,0.20517737296260785
TRX-18486,PROD-3880,2026-01-16,6.0,31.88,58.09,5.0,Perdido,Cali,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,5.0,5.0,61.8,True,1,191.28,,,,0.20959451741861793
TRX-18487,PROD-2660,2025-09-17,4.0,1637.5,9.37,2.0,Retrasado,Bogotá,WhatsApp,False,False,False,Smartphones,1863.0,829.43,False,Bod-Ext-99,3.0,2025-06-04,241.0,5.0,5.0,-39.8,False,1,6550.0,3222.9100000000003,0.49204732824427483,-1.0,0.20174165457184326
TRX-18488,PROD-1757,2025-12-25,6.0,1480.03,89.63,28.0,En Camino,Medellín,WhatsApp,False,False,False,Smartphones,496.0,375.75,False,Occidente,3.0,2025-07-29,186.0,,,,False,0,8880.18,6536.05,0.7360267472055747,25.0,0.20174165457184326
TRX-18489,PROD-2517,2025-01-14,2.0,290.36,38.16,26.0,Sin Información,Medellín,WhatsApp,False,False,False,Smartphones,1655.0,982.03,False,Bod-Ext-99,27.5,2025-01-12,384.0,,,,False,0,580.72,-1421.5,-2.4478233916517427,-1.5,0.20174165457184326
TRX-18490,PROD-3567,2024-12-19,12.0,701.78,37.5,22.0,Perdido,Medellín,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,8421.36,,,,0.20959451741861793
TRX-18491,PROD-2901,2025-02-07,13.0,1280.66,66.11,24.0,Devuelto,Bucaramanga,App,False,False,False,Monitores,567.0,669.0,False,Sur,5.0,2024-03-18,684.0,3.0,5.0,95.4,False,1,16648.58,7885.470000000001,0.47364219651165446,19.0,0.20249520153550865
TRX-18492,PROD-3883,2025-01-08,7.0,996.64,67.82,12.0,Perdido,Bogotá,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,6976.48,,,,0.20959451741861793
TRX-18493,PROD-3594,2026-02-04,3.0,239.04,38.57,11.0,En Camino,Medellín,Físico,False,True,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,717.12,,,,0.20959451741861793
TRX-18494,PROD-1005,2024-10-15,14.0,183.82,18.61,28.0,Retrasado,Bucaramanga,Online,False,False,False,Sin Categoría,470.0,1248.94,False,Zona_Franca,10.0,2025-02-24,341.0,,,,False,0,2573.48,-14930.290000000003,-5.80159550491941,18.0,0.20517737296260785
TRX-18495,PROD-3569,2025-02-13,10.0,1565.1,57.47,21.0,Perdido,Sin Ciudad,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,3.0,1.5,-11.75,False,2,15651.0,,,,0.20959451741861793
TRX-18496,PROD-1289,2025-09-14,4.0,320.37,52.36,16.0,Perdido,Barranquilla,WhatsApp,False,False,False,Sin Categoría,738.0,443.66,False,Norte,27.5,2024-04-24,647.0,,,,False,0,1281.48,-545.5200000000001,-0.42569528982114435,-11.5,0.20517737296260785
TRX-18497,PROD-2576,2025-02-13,9.0,352.46,64.39,4.0,Sin Información,Bogotá,App,False,False,False,Smartphones,1896.0,1248.37,False,Norte,10.0,2024-09-28,490.0,2.5,3.0,27.599999999999998,False,2,3172.14,-8127.579999999999,-2.5621756921195153,-6.0,0.20174165457184326
TRX-18498,PROD-3829,2024-11-17,12.0,1663.54,86.72,7.0,Entregado,Barranquilla,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,19962.48,,,,0.20959451741861793
TRX-18499,PROD-2363,2025-01-08,13.0,1228.16,51.02,29.0,Retrasado,Cali,App,False,False,False,Laptops,1964.0,534.94,False,Bod-Ext-99,10.0,2024-07-03,577.0,,,,False,0,15966.080000000002,8960.84,0.5612423337475447,19.0,0.21533203125
TRX-18500,PROD-3174,2025-09-08,7.0,1213.38,66.34,21.0,Sin Información,Sin Ciudad,WhatsApp,False,False,False,Laptops,924.0,900.57,False,Bod-Ext-99,10.0,2024-06-04,606.0,3.0,2.0,50.2,True,1,8493.66,2123.3300000000004,0.24998999253560897,11.0,0.21533203125
TRX-18501,PROD-1133,2024-09-28,5.0,963.9,10.17,28.0,Entregado,Barranquilla,WhatsApp,False,False,False,Monitores,475.0,1240.01,False,Bod-Ext-99,5.0,2025-05-18,258.0,2.0,4.0,-69.66666666666667,True,3,4819.5,-1390.7200000000003,-0.2885610540512502,23.0,0.20249520153550865
TRX-18502,PROD-2214,2024-10-22,9.0,1142.3,89.98,24.0,Entregado,Sin Ciudad,WhatsApp,False,False,False,Tablets,75.0,1370.7,False,Occidente,10.0,2024-04-23,648.0,2.0,4.0,34.0,False,1,10280.699999999999,-2145.580000000001,-0.20869979670645006,14.0,0.20235756385068762
TRX-18503,PROD-2744,2025-12-13,10.0,1207.52,36.09,23.0,Sin Información,Medellín,Online,False,False,False,Laptops,1608.0,1088.18,False,Norte,0.0,2025-04-08,298.0,,,,False,0,12075.2,1157.3099999999993,0.09584189081754332,23.0,0.21533203125
TRX-18504,PROD-2105,2026-01-20,13.0,1935.97,65.06,21.0,En Camino,Medellín,App,False,False,False,Accesorios,841.0,204.86,False,Occidente,5.0,2024-05-05,636.0,,,,False,0,25167.61,22439.37,0.8915971758939366,16.0,0.20368574199806014
TRX-18505,PROD-3859,2025-10-12,10.0,453.72,92.02,13.0,En Camino,Barranquilla,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,3.0,5.0,-24.9,False,1,4537.200000000001,,,,0.20959451741861793
TRX-18506,PROD-3508,2025-07-26,10.0,436.98,82.0,14.0,Devuelto,Sin Ciudad,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,4369.8,,,,0.20959451741861793
TRX-18507,PROD-3221,2025-09-19,12.0,123.86,65.58,11.0,Sin Información,Medellín,App,False,False,False,Smartphones,869.0,697.97,False,Sur,5.0,2025-05-20,256.0,,,,False,0,1486.32,-6954.9,-4.679274987889553,6.0,0.20174165457184326
TRX-18508,PROD-3356,2025-09-02,10.0,1319.82,52.36,8.0,Retrasado,Cali,Online,False,False,False,Laptops,967.0,234.31,False,Occidente,5.0,2025-10-26,97.0,5.0,4.0,-4.7,True,1,13198.199999999999,10802.74,0.818501007713173,3.0,0.21533203125
TRX-18509,PROD-1848,2025-01-27,6.0,1102.59,71.84,1.0,Retrasado,Cali,Físico,False,False,False,Smartphones,520.0,494.3,False,Occidente,5.0,2025-04-03,303.0,5.0,5.0,-81.8,True,1,6615.539999999999,3577.8999999999996,0.5408326455587904,-4.0,0.20174165457184326
TRX-18510,PROD-3804,2025-07-21,8.0,231.37,92.49,8.0,En Camino,Medellín,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,2.0,3.0,-38.5,False,1,1850.96,,,,0.20959451741861793
TRX-18511,PROD-1331,2025-01-21,5.0,735.43,82.15,19.0,En Camino,Bogotá,App,False,False,False,Laptops,1022.0,1334.82,False,Occidente,3.0,2024-10-27,461.0,,,,False,0,3677.1499999999996,-3079.1,-0.8373604557877705,16.0,0.21533203125
TRX-18512,PROD-3541,2025-11-01,5.0,365.54,62.94,17.0,Entregado,Bucaramanga,WhatsApp,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,1827.7,,,,0.20959451741861793
TRX-18513,PROD-2375,2024-12-30,3.0,669.65,67.58,9.0,En Camino,Sin Ciudad,App,False,False,False,Monitores,961.0,1402.66,False,Sur,10.0,2024-06-17,593.0,,,,False,0,2008.9499999999998,-2266.61,-1.1282560541576447,-1.0,0.20249520153550865
TRX-18514,PROD-1224,2025-03-07,7.0,1903.02,18.99,27.0,Perdido,Medellín,Online,False,False,False,Tablets,1813.0,521.56,False,Sur,10.0,2025-08-31,153.0,3.0,5.0,91.7,False,1,13321.14,9651.230000000001,0.7245048096484236,17.0,0.20235756385068762
TRX-18515,PROD-3108,2025-08-13,2.0,1369.8,49.67,13.0,Retrasado,Bucaramanga,WhatsApp,False,False,False,Smartphones,31.0,1377.93,False,Sur,0.0,2024-07-11,569.0,2.0,5.0,-79.5,False,1,2739.6,-65.93000000000022,-0.0240655570156228,13.0,0.20174165457184326
TRX-18516,PROD-3763,2025-08-07,11.0,25.06,33.59,22.0,Devuelto,Sin Ciudad,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,3.0,1.0,64.5,False,1,275.65999999999997,,,,0.20959451741861793
TRX-18517,PROD-2490,2025-05-21,12.0,512.49,46.04,15.0,Entregado,Medellín,WhatsApp,False,False,False,Laptops,1777.0,1234.15,False,Bod-Ext-99,27.5,2025-03-22,315.0,,,,False,0,6149.88,-8705.960000000003,-1.4156308740983568,-12.5,0.21533203125
TRX-18518,PROD-1211,2024-11-11,3.0,30.62,67.91,27.0,Perdido,Medellín,WhatsApp,False,False,False,Smartphones,78.0,262.33,False,Bod-Ext-99,5.0,2025-01-22,374.0,5.0,3.0,-46.6,True,1,91.86,-763.0399999999998,-8.306553450903547,22.0,0.20174165457184326
TRX-18519,PROD-1454,2025-06-17,2.0,1432.59,19.17,13.0,En Camino,Barranquilla,WhatsApp,False,False,False,Monitores,215.0,857.04,False,Norte,27.5,2024-08-10,539.0,,,,False,0,2865.18,1131.9299999999998,0.39506418444914454,-14.5,0.20249520153550865
TRX-18520,PROD-2568,2025-08-13,13.0,944.15,52.36,27.0,Devuelto,Barranquilla,Físico,False,False,False,Smartphones,1542.0,170.67,False,Zona_Franca,10.0,2025-05-17,259.0,4.333333333333333,2.0,2.8333333333333335,True,3,12273.949999999999,10002.88,0.8149682864929383,17.0,0.20174165457184326
TRX-18521,PROD-2497,2024-12-04,8.0,1988.1,6.65,8.0,En Camino,Barranquilla,WhatsApp,False,False,False,Sin Categoría,305.0,243.86,False,Bod-Ext-99,5.0,2024-11-20,437.0,,,,False,0,15904.8,13947.269999999999,0.8769220612645239,3.0,0.20517737296260785
TRX-18522,PROD-2906,2025-07-19,4.0,1469.83,42.71,27.0,Sin Información,Medellín,Físico,False,False,False,Monitores,1768.0,811.71,False,Occidente,5.0,2025-08-02,182.0,,,,False,0,5879.32,2589.7699999999995,0.44048801562085405,22.0,0.20249520153550865
TRX-18523,PROD-3535,2024-11-13,10.0,1040.65,35.61,26.0,Perdido,Barranquilla,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,10406.5,,,,0.20959451741861793
TRX-18524,PROD-1167,2025-06-14,8.0,1611.36,44.94,12.0,Sin Información,Medellín,WhatsApp,False,False,False,Smartphones,1257.0,938.55,False,Sur,10.0,2025-05-24,252.0,,,,False,0,12890.88,5337.54,0.41405551831992854,2.0,0.20174165457184326
TRX-18525,PROD-2497,2025-05-07,8.0,1412.56,93.47,11.0,Sin Información,Medellín,WhatsApp,False,False,False,Sin Categoría,305.0,243.86,False,Bod-Ext-99,5.0,2024-11-20,437.0,2.0,5.0,12.4,False,1,11300.48,9256.13,0.8190917553944611,6.0,0.20517737296260785
TRX-18526,PROD-2500,2025-04-03,8.0,495.11,72.17,20.0,Devuelto,Barranquilla,WhatsApp,False,False,False,Smartphones,1058.0,1414.93,False,Norte,5.0,2025-09-15,138.0,,,,False,0,3960.88,-7430.7300000000005,-1.876030074124942,15.0,0.20174165457184326
TRX-18527,PROD-1717,2025-10-01,8.0,1065.21,36.11,13.0,Sin Información,Bucaramanga,Online,False,False,False,Accesorios,689.0,406.48,False,Norte,0.0,2025-10-21,102.0,,,,False,0,8521.68,5233.7300000000005,0.6141664554407112,13.0,0.20368574199806014
TRX-18528,PROD-3654,2025-05-19,8.0,1116.44,22.03,16.0,En Camino,Bogotá,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,8931.52,,,,0.20959451741861793
TRX-18529,PROD-3288,2024-10-02,12.0,907.95,63.76,2.0,Perdido,Barranquilla,App,False,False,False,Monitores,1560.0,1282.69,False,Norte,10.0,2024-06-04,606.0,5.0,1.0,-89.4,True,1,10895.400000000001,-4560.64,-0.4185839895735815,-8.0,0.20249520153550865
TRX-18530,PROD-3887,2025-07-21,9.0,366.59,67.47,6.0,Perdido,Sin Ciudad,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,3299.31,,,,0.20959451741861793
TRX-18531,PROD-1274,2025-09-16,2.0,454.5,50.94,16.0,Devuelto,Cali,Online,False,False,False,Laptops,893.0,107.12,False,Occidente,0.0,2025-06-13,232.0,5.0,3.0,-20.9,True,1,909.0,643.8199999999999,0.7082728272827282,16.0,0.21533203125
TRX-18532,PROD-3296,2025-05-08,9.0,569.28,52.36,18.0,Sin Información,Medellín,Online,False,False,False,Laptops,891.0,74.61,False,Norte,10.0,2024-07-09,571.0,,,,False,0,5123.5199999999995,4399.67,0.8587201767534821,8.0,0.21533203125
TRX-18533,PROD-3905,2025-12-08,8.0,30.41,25.21,17.0,Sin Información,Bogotá,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,3.0,3.0,-64.6,True,1,243.28,,,,0.20959451741861793
TRX-18534,PROD-1838,2025-07-12,11.0,1834.72,7.71,15.0,Perdido,Cali,Físico,False,False,False,Accesorios,1487.0,915.57,False,Occidente,27.5,2024-10-23,465.0,2.0,4.0,-35.2,True,1,20181.920000000002,10102.94,0.5005936006088618,-12.5,0.20368574199806014
TRX-18535,PROD-1566,2024-11-13,10.0,1375.33,30.24,7.0,En Camino,Bogotá,Online,False,False,False,Tablets,1389.0,139.95,False,Norte,5.0,2025-06-30,215.0,4.0,1.0,52.6,True,1,13753.3,12323.56,0.8960438585648536,2.0,0.20235756385068762
TRX-18536,PROD-2371,2025-05-20,1.0,1382.34,48.43,14.0,Devuelto,Barranquilla,App,False,False,False,Smartphones,307.0,684.69,False,Occidente,5.0,2025-11-26,66.0,,,,False,0,1382.34,649.2199999999999,0.4696529073889202,9.0,0.20174165457184326
TRX-18537,PROD-1977,2024-12-30,14.0,1148.94,79.85,7.0,Sin Información,Bogotá,Físico,False,False,False,Sin Categoría,500.0,718.3,False,Sur,0.0,2025-03-19,318.0,,,,False,0,16085.16,5949.110000000001,0.3698508438834305,7.0,0.20517737296260785
TRX-18538,PROD-3210,2024-12-12,5.0,1381.73,86.11,6.0,Sin Información,Bucaramanga,WhatsApp,False,False,False,Monitores,1648.0,406.44,False,Zona_Franca,5.0,2024-09-21,497.0,,,,False,0,6908.65,4790.34,0.6933829329898027,1.0,0.20249520153550865
TRX-18539,PROD-1465,2024-10-05,11.0,1963.91,44.23,12.0,Entregado,Barranquilla,WhatsApp,False,False,False,Smartphones,1910.0,221.42,False,Norte,3.0,2026-01-15,16.0,,,,False,0,21603.010000000002,19123.16,0.8852081260898365,9.0,0.20174165457184326
TRX-18540,PROD-3658,2025-10-17,2.0,776.47,80.63,2.0,Perdido,Medellín,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,2.0,4.0,-98.2,False,1,1552.94,,,,0.20959451741861793
TRX-18541,PROD-2959,2025-12-08,10.0,1427.93,99.37,21.0,En Camino,Bogotá,Físico,False,False,False,Smartphones,244.0,914.7,False,Bod-Ext-99,5.0,2025-10-28,95.0,,,,False,0,14279.300000000001,5032.93,0.352463356046865,16.0,0.20174165457184326
TRX-18542,PROD-3376,2025-09-14,5.0,725.46,73.08,1.0,Devuelto,Medellín,App,False,False,False,Smartphones,885.0,533.28,False,Norte,0.0,2024-05-07,634.0,,,,False,0,3627.3,887.8200000000003,0.24476056571003232,1.0,0.20174165457184326
TRX-18543,PROD-3878,2025-01-28,13.0,1710.03,74.22,18.0,Sin Información,Bogotá,WhatsApp,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,4.0,1.0,21.2,False,1,22230.39,,,,0.20959451741861793
TRX-18544,PROD-1859,2025-07-23,8.0,1717.48,52.36,29.0,Entregado,Sin Ciudad,WhatsApp,False,False,False,Smartphones,1628.0,630.45,False,Norte,5.0,2025-09-20,133.0,5.0,3.0,-44.7,False,1,13739.84,8643.88,0.6291106737778606,24.0,0.20174165457184326
TRX-18545,PROD-1923,2025-11-12,9.0,1805.51,91.41,28.0,Entregado,Sin Ciudad,App,False,False,False,Smartphones,595.0,1436.62,False,Sur,3.0,2025-11-23,69.0,,,,False,0,16249.59,3228.6000000000013,0.1986880899764241,25.0,0.20174165457184326
TRX-18546,PROD-2312,2024-10-03,9.0,20.87,37.12,5.0,Retrasado,Bogotá,WhatsApp,False,False,False,Laptops,653.0,525.37,False,Norte,0.0,2025-07-19,196.0,,,,False,0,187.83,-4577.62,-24.371080232124793,5.0,0.21533203125
TRX-18547,PROD-2444,2024-12-12,1.0,603.4,6.06,21.0,Sin Información,Cali,WhatsApp,False,False,False,Smartphones,1058.0,1285.47,False,Zona_Franca,10.0,2024-09-13,505.0,,,,False,0,603.4,-688.13,-1.1404209479615512,11.0,0.20174165457184326
TRX-18548,PROD-2095,2025-06-10,7.0,276.51,98.76,7.0,Retrasado,Bogotá,Online,False,False,False,Tablets,1662.0,148.87,False,Zona_Franca,27.5,2025-02-10,355.0,3.0,3.0,4.8666666666666645,False,3,1935.57,794.7199999999999,0.410587062209065,-20.5,0.20235756385068762
TRX-18549,PROD-3062,2024-09-28,12.0,913.43,51.59,15.0,Sin Información,Sin Ciudad,Físico,False,False,False,Smartphones,188.0,1470.94,False,Bod-Ext-99,5.0,2024-09-28,490.0,,,,False,0,10961.16,-6741.710000000001,-0.6150544285458839,10.0,0.20174165457184326
TRX-18550,PROD-3786,2025-12-24,11.0,995.94,79.64,21.0,Devuelto,Bucaramanga,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,10955.34,,,,0.20959451741861793
TRX-18551,PROD-2732,2025-09-30,8.0,519.25,82.19,27.0,Perdido,Cali,Físico,False,False,False,Smartphones,259.0,507.67,False,Norte,0.0,2024-06-30,580.0,,,,False,0,4154.0,10.449999999999875,0.00251564756860854,27.0,0.20174165457184326
TRX-18552,PROD-2135,2026-01-16,10.0,1449.66,42.76,6.0,Sin Información,Bucaramanga,Físico,False,False,False,Smartphones,937.0,462.07,False,Zona_Franca,0.0,2025-02-19,346.0,,,,False,0,14496.6,9833.140000000001,0.6783066374184292,6.0,0.20174165457184326
TRX-18553,PROD-1223,2025-05-02,3.0,546.84,56.42,2.0,En Camino,Cali,App,False,False,False,Accesorios,936.0,880.91,False,Bod-Ext-99,0.0,2025-04-19,287.0,,,,False,0,1640.52,-1058.6299999999999,-0.6453014897715358,2.0,0.20368574199806014
TRX-18554,PROD-1259,2025-11-01,13.0,1709.24,56.29,21.0,Perdido,Barranquilla,Físico,False,False,False,Smartphones,254.0,195.36,False,Bod-Ext-99,0.0,2025-10-18,105.0,,,,False,0,22220.12,19624.15,0.8831702979101824,21.0,0.20174165457184326
TRX-18555,PROD-2527,2025-07-17,6.0,363.54,25.92,24.0,En Camino,Bogotá,Online,False,False,False,Laptops,669.0,523.02,False,Norte,0.0,2025-01-31,365.0,,,,False,0,2181.2400000000002,-982.7999999999997,-0.450569400891236,24.0,0.21533203125
