Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Feedback_UID,NPS_Categoria
FB-11781,TRX-18724,3.0,2,Sin Comentario,Sin Respuesta,False,77.0,83.6,FBK-003781,Promotor
FB-11782,TRX-10856,3.0,3,Excelente,Sin Respuesta,True,56.0,-46.4,FBK-003782,Detractor
FB-11783,TRX-14999,1.0,4,Lento,Sin Respuesta,True,24.0,-71.2,FBK-003783,Detractor
FB-11784,TRX-10512,4.0,3,Dañado,Sin Respuesta,True,69.0,-4.7,FBK-003784,Detractor
FB-11785,TRX-18872,4.0,4,Sin Comentario,Tal vez,False,62.0,-93.8,FBK-003785,Detractor
FB-11786,TRX-15698,2.0,5,Precio justo,No,False,22.0,-84.5,FBK-003786,Detractor
FB-11787,TRX-10425,1.0,4,Dañado,Sí,False,49.0,20.3,FBK-003787,Pasivo
FB-11788,TRX-19973,4.0,4,Lento,No,True,58.0,40.8,FBK-003788,Pasivo
FB-11789,TRX-15508,5.0,3,No volvería,Sí,False,31.0,-72.3,FBK-003789,Detractor
FB-11790,TRX-14301,2.0,4,Excelente,Sin Respuesta,True,25.0,-31.7,FBK-003790,Detractor
FB-11791,TRX-19682,4.0,3,Sin Comentario,Sin Respuesta,False,58.0,61.6,FBK-003791,Promotor
FB-11792,TRX-13547,1.0,3,Lento,Sin Respuesta,False,27.0,-59.8,FBK-003792,Detractor
FB-11793,TRX-10448,5.0,1,Precio justo,Sí,True,25.0,78.1,FBK-003793,Promotor
FB-11794,TRX-15586,4.0,3,Precio justo,Tal vez,False,69.0,12.3,FBK-003794,Pasivo
FB-11795,TRX-17111,3.0,4,Excelente,Tal vez,False,69.0,18.7,FBK-003795,Pasivo
FB-11796,TRX-17004,3.0,2,No volvería,Tal vez,True,54.0,-70.0,FBK-003796,Detractor
FB-11797,TRX-10935,5.0,5,Lento,Tal vez,False,53.0,-87.7,FBK-003797,Detractor
FB-11798,TRX-11789,5.0,4,Precio justo,Sí,True,38.0,-27.5,FBK-003798,Detractor
FB-11799,TRX-19065,5.0,4,Sin Comentario,Sin Respuesta,True,61.0,-81.0,FBK-003799,Detractor
FB-11800,TRX-16358,5.0,4,Precio justo,Sin Respuesta,False,50.0,-80.0,FBK-003800,Detractor
FB-11801,TRX-14709,1.0,1,No volvería,Tal vez,True,64.0,89.8,FBK-003801,Promotor
FB-11802,TRX-18761,3.0,2,Sin Comentario,Sí,False,83.0,-86.4,FBK-003802,Detractor
FB-11803,TRX-17594,4.0,4,Precio justo,Sin Respuesta,True,36.0,-12.1,FBK-003803,Detractor
FB-11804,TRX-16944,4.0,3,Sin Comentario,Tal vez,False,41.0,51.2,FBK-003804,Promotor
FB-11805,TRX-19381,3.0,2,Precio justo,Sí,True,68.0,-43.1,FBK-003805,Detractor
FB-11806,TRX-19311,4.0,2,Dañado,No,False,18.0,-0.4,FBK-003806,Detractor
FB-11807,TRX-18501,3.0,4,Sin Comentario,Sin Respuesta,True,35.0,-28.0,FBK-003807,Detractor
FB-11808,TRX-14261,2.0,3,Excelente,Tal vez,True,68.0,42.7,FBK-003808,Pasivo
FB-11809,TRX-12663,3.0,2,Sin Comentario,Tal vez,False,56.0,22.0,FBK-003809,Pasivo
FB-11810,TRX-16247,4.0,5,Dañado,Tal vez,False,76.0,-38.2,FBK-003810,Detractor
FB-11811,TRX-17656,2.0,3,Precio justo,Tal vez,False,28.0,26.3,FBK-003811,Pasivo
FB-11812,TRX-13903,4.0,2,No volvería,Tal vez,False,45.0,-99.4,FBK-003812,Detractor
FB-11813,TRX-12160,1.0,2,Sin Comentario,No,True,28.0,34.2,FBK-003813,Pasivo
FB-11814,TRX-10248,4.0,3,Sin Comentario,Sí,False,70.0,56.3,FBK-003814,Promotor
FB-11815,TRX-14598,2.0,1,Excelente,Sí,True,51.0,-98.6,FBK-003815,Detractor
FB-11816,TRX-14495,3.0,3,Lento,Tal vez,True,74.0,32.1,FBK-003816,Pasivo
FB-11817,TRX-11401,4.0,5,Lento,Sin Respuesta,False,18.0,10.0,FBK-003817,Pasivo
FB-11818,TRX-14094,3.0,1,No volvería,No,True,32.0,-43.4,FBK-003818,Detractor
FB-11819,TRX-18893,4.0,4,Lento,Tal vez,False,41.0,-60.4,FBK-003819,Detractor
FB-11820,TRX-14846,5.0,1,Sin Comentario,Tal vez,True,57.0,91.5,FBK-003820,Promotor
FB-11821,TRX-15530,4.0,5,Dañado,Tal vez,True,74.0,-3.7,FBK-003821,Detractor
FB-11822,TRX-19356,5.0,5,Precio justo,Tal vez,True,83.0,-8.4,FBK-003822,Detractor
FB-11823,TRX-16465,4.0,5,Lento,Sí,True,83.0,69.3,FBK-003823,Promotor
FB-11824,TRX-10632,4.0,2,Sin Comentario,Sin Respuesta,False,84.0,-23.5,FBK-003824,Detractor
FB-11825,TRX-14493,5.0,1,Sin Comentario,Sin Respuesta,True,41.0,61.1,FBK-003825,Promotor
FB-11826,TRX-15926,1.0,5,Sin Comentario,Tal vez,False,68.0,13.5,FBK-003826,Pasivo
FB-11827,TRX-14403,3.0,1,Sin Comentario,Tal vez,False,73.0,-57.8,FBK-003827,Detractor
FB-11828,TRX-14104,2.0,1,Sin Comentario,Tal vez,True,61.0,-29.8,FBK-003828,Detractor
FB-11829,TRX-19961,4.0,4,Sin Comentario,Tal vez,False,78.0,-95.4,FBK-003829,Detractor
FB-11830,TRX-10202,2.0,4,Dañado,No,True,43.0,-12.0,FBK-003830,Detractor
FB-11831,TRX-12036,1.0,4,Excelente,Sin Respuesta,True,82.0,87.3,FBK-003831,Promotor
FB-11832,TRX-15028,4.0,2,No volvería,No,True,18.0,26.4,FBK-003832,Pasivo
FB-11833,TRX-19313,5.0,2,Sin Comentario,Sí,True,20.0,15.6,FBK-003833,Pasivo
FB-11834,TRX-15259,5.0,4,Sin Comentario,No,False,47.0,73.9,FBK-003834,Promotor
FB-11835,TRX-14333,4.0,5,Excelente,No,False,50.0,-75.6,FBK-003835,Detractor
FB-11836,TRX-12929,5.0,3,Excelente,No,False,38.0,59.3,FBK-003836,Promotor
FB-11837,TRX-17271,1.0,2,Dañado,Sí,True,32.0,39.5,FBK-003837,Pasivo
FB-11838,TRX-17581,3.0,3,Sin Comentario,Sin Respuesta,False,80.0,5.9,FBK-003838,Pasivo
FB-11839,TRX-10282,3.0,2,Sin Comentario,No,True,77.0,-23.0,FBK-003839,Detractor
FB-11840,TRX-17207,1.0,1,Sin Comentario,Sin Respuesta,False,64.0,-92.9,FBK-003840,Detractor
FB-11841,TRX-10145,5.0,5,Lento,Sin Respuesta,True,82.0,23.6,FBK-003841,Pasivo
FB-11842,TRX-17642,3.0,2,Dañado,Sí,True,68.0,13.9,FBK-003842,Pasivo
FB-11843,TRX-10606,5.0,1,Lento,Sin Respuesta,False,50.0,-43.1,FBK-003843,Detractor
FB-11844,TRX-15877,5.0,5,Precio justo,Sí,False,26.0,-45.1,FBK-003844,Detractor
FB-11845,TRX-17867,2.0,2,No volvería,No,False,48.0,-28.5,FBK-003845,Detractor
FB-11846,TRX-19119,3.0,5,Precio justo,Sin Respuesta,True,46.0,-13.3,FBK-003846,Detractor
FB-11847,TRX-13569,5.0,2,Sin Comentario,Tal vez,True,27.0,47.6,FBK-003847,Pasivo
FB-11848,TRX-16694,2.0,4,Sin Comentario,Tal vez,True,26.0,2.5,FBK-003848,Pasivo
FB-11849,TRX-10959,1.0,2,Lento,Tal vez,True,62.0,-70.0,FBK-003849,Detractor
FB-11850,TRX-19495,3.0,2,Sin Comentario,No,True,20.0,78.3,FBK-003850,Promotor
FB-11851,TRX-11303,1.0,1,Lento,Sin Respuesta,False,44.0,-4.2,FBK-003851,Detractor
FB-11852,TRX-14529,1.0,4,Excelente,Sin Respuesta,True,49.0,79.5,FBK-003852,Promotor
FB-11853,TRX-19999,4.0,3,Lento,Sin Respuesta,False,25.0,22.6,FBK-003853,Pasivo
FB-11854,TRX-19034,3.0,5,Excelente,Sin Respuesta,False,35.0,13.8,FBK-003854,Pasivo
FB-11855,TRX-15145,1.0,3,Sin Comentario,Tal vez,False,43.0,-33.2,FBK-003855,Detractor
FB-11856,TRX-11049,1.0,3,Excelente,No,False,77.0,94.3,FBK-003856,Promotor
FB-11857,TRX-17216,1.0,4,No volvería,No,True,21.0,96.7,FBK-003857,Promotor
FB-11858,TRX-12945,5.0,4,Lento,No,False,50.0,-27.4,FBK-003858,Detractor
FB-11859,TRX-14227,3.0,4,Sin Comentario,Sin Respuesta,True,48.0,57.9,FBK-003859,Promotor
FB-11860,TRX-14524,3.0,1,Precio justo,Sin Respuesta,True,50.0,-46.0,FBK-003860,Detractor
FB-11861,TRX-14252,3.0,1,Dañado,Sí,True,32.0,22.8,FBK-003861,Pasivo
FB-11862,TRX-18108,3.0,5,Excelente,Sin Respuesta,True,56.0,34.2,FBK-003862,Pasivo
FB-11863,TRX-12084,3.0,4,Sin Comentario,Sin Respuesta,False,48.0,96.9,FBK-003863,Promotor
FB-11864,TRX-13726,1.0,3,Sin Comentario,No,False,49.0,-42.4,FBK-003864,Detractor
FB-11865,TRX-12858,2.0,5,Dañado,Sí,False,81.0,41.2,FBK-003865,Pasivo
FB-11866,TRX-12406,4.0,1,Excelente,Sí,False,55.0,-50.9,FBK-003866,Detractor
FB-11867,TRX-10812,3.0,2,Precio justo,Sin Respuesta,True,59.0,-92.8,FBK-003867,Detractor
FB-11868,TRX-13812,5.0,2,Excelente,No,True,70.0,-43.0,FBK-003868,Detractor
FB-11869,TRX-11875,2.0,5,Sin Comentario,Sin Respuesta,True,29.0,57.3,FBK-003869,Promotor
FB-11870,TRX-10630,5.0,1,No volvería,Sí,True,52.0,87.4,FBK-003870,Promotor
FB-11871,TRX-13018,1.0,5,Sin Comentario,Sí,False,69.0,-94.8,FBK-003871,Detractor
FB-11872,TRX-18302,4.0,1,Excelente,No,False,79.0,-77.6,FBK-003872,Detractor
FB-11873,TRX-17214,1.0,4,Sin Comentario,No,False,40.0,-26.0,FBK-003873,Detractor
FB-11874,TRX-19500,1.0,2,Lento,Tal vez,False,18.0,-9.5,FBK-003874,Detractor
FB-11875,TRX-15199,3.0,3,No volvería,Sin Respuesta,True,76.0,85.6,FBK-003875,Promotor
FB-11876,TRX-10687,5.0,4,Excelente,Sin Respuesta,False,64.0,-95.8,FBK-003876,Detractor
FB-11877,TRX-19067,3.0,3,Excelente,Sin Respuesta,False,37.0,69.8,FBK-003877,Promotor
FB-11878,TRX-13734,1.0,5,Dañado,Sí,False,34.0,2.9,FBK-003878,Pasivo
FB-11879,TRX-10996,4.0,2,Excelente,No,False,42.0,-57.1,FBK-003879,Detractor
FB-11880,TRX-14244,2.0,3,Sin Comentario,Sin Respuesta,False,82.0,-60.8,FBK-003880,Detractor
FB-11881,TRX-14217,1.0,5,Sin Comentario,No,True,39.0,-90.0,FBK-003881,Detractor
FB-11882,TRX-10264,1.0,1,No volvería,No,False,32.0,-50.8,FBK-003882,Detractor
FB-11883,TRX-15789,1.0,4,Sin Comentario,Sin Respuesta,True,32.0,94.9,FBK-003883,Promotor
FB-11884,TRX-18854,5.0,1,Excelente,No,False,80.0,59.6,FBK-003884,Promotor
FB-11885,TRX-10732,2.0,4,Dañado,No,False,64.0,92.5,FBK-003885,Promotor
FB-11886,TRX-19839,4.0,2,Precio justo,Sí,False,51.0,-69.0,FBK-003886,Detractor
FB-11887,TRX-13845,1.0,3,Dañado,Sin Respuesta,False,33.0,9.8,FBK-003887,Pasivo
FB-11888,TRX-15729,2.0,1,Dañado,Sin Respuesta,False,82.0,86.4,FBK-003888,Promotor
FB-11889,TRX-11788,1.0,1,Excelente,Sin Respuesta,True,68.0,32.0,FBK-003889,Pasivo
FB-11890,TRX-11269,2.0,3,Precio justo,Sí,False,24.0,-96.0,FBK-003890,Detractor
FB-11891,TRX-18305,2.0,3,Sin Comentario,No,True,25.0,-86.1,FBK-003891,Detractor
FB-11892,TRX-17271,5.0,5,Sin Comentario,Sin Respuesta,False,18.0,-15.6,FBK-003892,Detractor
FB-11893,TRX-11854,5.0,4,No volvería,Tal vez,False,49.0,-23.1,FBK-003893,Detractor
FB-11894,TRX-18372,2.0,5,Sin Comentario,Tal vez,True,62.0,77.9,FBK-003894,Promotor
FB-11895,TRX-11268,3.0,1,Sin Comentario,Sí,False,25.0,56.1,FBK-003895,Promotor
FB-11896,TRX-13882,1.0,3,No volvería,Sin Respuesta,True,80.0,-73.6,FBK-003896,Detractor
FB-11897,TRX-13343,5.0,2,Sin Comentario,No,True,64.0,-82.1,FBK-003897,Detractor
FB-11898,TRX-15337,2.0,1,Lento,Sí,True,54.0,73.4,FBK-003898,Promotor
FB-11899,TRX-19344,3.0,1,Dañado,No,True,80.0,-10.0,FBK-003899,Detractor
FB-11900,TRX-16084,3.0,4,Dañado,No,False,76.0,-66.1,FBK-003900,Detractor
FB-11901,TRX-16815,2.0,5,Lento,Tal vez,False,19.0,79.7,FBK-003901,Promotor
FB-11902,TRX-11169,4.0,4,Sin Comentario,Sin Respuesta,True,49.0,44.1,FBK-003902,Pasivo
FB-11903,TRX-16987,2.0,1,Excelente,No,True,84.0,-67.2,FBK-003903,Detractor
FB-11904,TRX-14638,4.0,3,No volvería,No,False,39.0,21.3,FBK-003904,Pasivo
FB-11905,TRX-12344,5.0,2,Sin Comentario,No,False,18.0,-6.1,FBK-003905,Detractor
FB-11906,TRX-10404,5.0,4,No volvería,No,False,59.0,-48.7,FBK-003906,Detractor
FB-11907,TRX-15350,2.0,1,Lento,Sí,False,25.0,18.2,FBK-003907,Pasivo
FB-11908,TRX-19944,5.0,5,Lento,No,True,34.0,-12.0,FBK-003908,Detractor
FB-11909,TRX-15902,2.0,4,Sin Comentario,Tal vez,True,65.0,12.3,FBK-003909,Pasivo
FB-11910,TRX-15488,2.0,1,Lento,Sí,False,33.0,-41.4,FBK-003910,Detractor
FB-11911,TRX-16686,4.0,5,Precio justo,Tal vez,True,37.0,45.0,FBK-003911,Pasivo
FB-11912,TRX-16139,1.0,5,Dañado,No,True,47.0,-14.7,FBK-003912,Detractor
FB-11913,TRX-17711,2.0,2,No volvería,Sin Respuesta,False,50.0,62.6,FBK-003913,Promotor
FB-11914,TRX-14817,1.0,3,Excelente,Tal vez,True,63.0,21.6,FBK-003914,Pasivo
FB-11915,TRX-10510,3.0,2,Sin Comentario,Sin Respuesta,False,53.0,-51.3,FBK-003915,Detractor
FB-11916,TRX-12626,5.0,5,Precio justo,Sí,False,57.0,-31.8,FBK-003916,Detractor
FB-11917,TRX-16034,3.0,4,Dañado,Tal vez,True,44.0,-42.7,FBK-003917,Detractor
FB-11918,TRX-10730,3.0,3,Sin Comentario,No,False,62.0,-28.1,FBK-003918,Detractor
FB-11919,TRX-14765,2.0,5,Precio justo,No,True,41.0,-65.7,FBK-003919,Detractor
FB-11920,TRX-12458,3.0,3,Dañado,Sin Respuesta,True,48.0,-4.9,FBK-003920,Detractor
FB-11921,TRX-19686,2.0,4,Lento,Sin Respuesta,False,36.0,-90.2,FBK-003921,Detractor
FB-11922,TRX-10418,5.0,1,Sin Comentario,Tal vez,False,73.0,-30.4,FBK-003922,Detractor
FB-11923,TRX-11740,5.0,1,Excelente,Sin Respuesta,True,82.0,-14.6,FBK-003923,Detractor
FB-11924,TRX-19978,3.0,5,Lento,No,True,19.0,52.8,FBK-003924,Promotor
FB-11925,TRX-13464,2.0,5,No volvería,Sin Respuesta,True,56.0,72.5,FBK-003925,Promotor
FB-11926,TRX-15129,4.0,2,No volvería,Sí,False,29.0,54.6,FBK-003926,Promotor
FB-11927,TRX-18368,4.0,5,No volvería,Sí,False,47.0,-83.6,FBK-003927,Detractor
FB-11928,TRX-18326,1.0,1,Sin Comentario,Sí,True,57.0,32.4,FBK-003928,Pasivo
FB-11929,TRX-19527,1.0,1,No volvería,Sin Respuesta,False,30.0,70.5,FBK-003929,Promotor
FB-11930,TRX-15636,1.0,2,Precio justo,Tal vez,True,35.0,5.8,FBK-003930,Pasivo
FB-11931,TRX-13520,3.0,4,Excelente,Tal vez,False,29.0,87.1,FBK-003931,Promotor
FB-11932,TRX-16206,2.0,3,Excelente,Sin Respuesta,True,71.0,76.7,FBK-003932,Promotor
FB-11933,TRX-19546,1.0,1,Sin Comentario,Sin Respuesta,True,71.0,75.6,FBK-003933,Promotor
FB-11934,TRX-10534,2.0,3,No volvería,Sí,True,61.0,92.8,FBK-003934,Promotor
FB-11935,TRX-12458,3.0,5,Dañado,Sin Respuesta,False,83.0,53.1,FBK-003935,Promotor
FB-11936,TRX-16243,2.0,5,Lento,Tal vez,True,70.0,37.2,FBK-003936,Pasivo
FB-11937,TRX-11285,2.0,4,No volvería,Sí,True,81.0,50.6,FBK-003937,Promotor
FB-11938,TRX-11266,3.0,3,Dañado,Sin Respuesta,True,77.0,-28.4,FBK-003938,Detractor
FB-11939,TRX-13679,4.0,1,Sin Comentario,No,False,68.0,-98.3,FBK-003939,Detractor
FB-11940,TRX-19263,2.0,2,Excelente,Tal vez,True,18.0,-91.2,FBK-003940,Detractor
FB-11941,TRX-18249,2.0,1,Lento,Sí,True,38.0,70.5,FBK-003941,Promotor
FB-11942,TRX-19411,5.0,3,Excelente,Sí,True,72.0,-18.0,FBK-003942,Detractor
FB-11943,TRX-18982,5.0,3,Excelente,Sí,True,20.0,-27.5,FBK-003943,Detractor
FB-11944,TRX-16849,1.0,1,Precio justo,Tal vez,False,80.0,22.5,FBK-003944,Pasivo
FB-11945,TRX-18830,1.0,1,Lento,No,False,80.0,-72.0,FBK-003945,Detractor
FB-11946,TRX-11986,3.0,4,Precio justo,Sin Respuesta,True,46.0,8.8,FBK-003946,Pasivo
FB-11947,TRX-18646,3.0,5,Sin Comentario,Tal vez,True,34.0,67.1,FBK-003947,Promotor
FB-11948,TRX-10842,5.0,4,Sin Comentario,Sí,False,75.0,-14.9,FBK-003948,Detractor
FB-11949,TRX-19946,5.0,1,No volvería,Sin Respuesta,False,21.0,3.6,FBK-003949,Pasivo
FB-11950,TRX-17738,1.0,1,Lento,Tal vez,False,79.0,-67.1,FBK-003950,Detractor
FB-11951,TRX-18592,5.0,2,Dañado,No,False,74.0,47.4,FBK-003951,Pasivo
FB-11952,TRX-18525,2.0,5,Excelente,No,False,83.0,12.4,FBK-003952,Pasivo
FB-11953,TRX-17225,2.0,2,Excelente,Sin Respuesta,False,22.0,10.4,FBK-003953,Pasivo
FB-11954,TRX-15192,5.0,5,Precio justo,Sin Respuesta,True,35.0,-54.9,FBK-003954,Detractor
FB-11955,TRX-14410,3.0,5,Sin Comentario,Tal vez,False,60.0,83.5,FBK-003955,Promotor
FB-11956,TRX-13195,1.0,3,Precio justo,No,False,58.0,-31.1,FBK-003956,Detractor
FB-11957,TRX-19424,2.0,5,Sin Comentario,Tal vez,True,26.0,92.2,FBK-003957,Promotor
FB-11958,TRX-14801,3.0,1,Precio justo,Tal vez,True,84.0,-31.7,FBK-003958,Detractor
FB-11959,TRX-13998,5.0,5,Lento,Sin Respuesta,True,38.0,80.1,FBK-003959,Promotor
FB-11960,TRX-15385,1.0,4,Excelente,No,True,56.0,11.7,FBK-003960,Pasivo
FB-11961,TRX-13982,1.0,3,Sin Comentario,Sí,True,63.0,-87.2,FBK-003961,Detractor
FB-11962,TRX-15930,3.0,2,Sin Comentario,Tal vez,False,82.0,90.9,FBK-003962,Promotor
FB-11963,TRX-13782,3.0,5,Dañado,Sí,False,33.0,-33.5,FBK-003963,Detractor
FB-11964,TRX-17468,3.0,2,Sin Comentario,No,True,45.0,62.8,FBK-003964,Promotor
FB-11965,TRX-15157,5.0,1,Sin Comentario,Sí,False,51.0,13.1,FBK-003965,Pasivo
FB-11966,TRX-11890,5.0,2,Sin Comentario,Tal vez,False,40.0,-51.1,FBK-003966,Detractor
FB-11967,TRX-13949,3.0,5,Lento,No,True,33.0,-71.9,FBK-003967,Detractor
FB-11968,TRX-17291,5.0,2,Sin Comentario,Tal vez,False,58.0,-53.1,FBK-003968,Detractor
FB-11969,TRX-16716,1.0,1,Excelente,No,False,52.0,9.0,FBK-003969,Pasivo
FB-11970,TRX-15929,4.0,5,No volvería,Tal vez,True,84.0,1.6,FBK-003970,Pasivo
FB-11971,TRX-11305,5.0,2,No volvería,Sí,True,80.0,-46.0,FBK-003971,Detractor
FB-11972,TRX-15766,1.0,2,Sin Comentario,Tal vez,True,37.0,-68.6,FBK-003972,Detractor
FB-11973,TRX-19182,4.0,1,Precio justo,Sí,True,83.0,-29.9,FBK-003973,Detractor
FB-11974,TRX-18284,4.0,4,Sin Comentario,Tal vez,False,23.0,-68.2,FBK-003974,Detractor
FB-11975,TRX-11252,3.0,4,Sin Comentario,Tal vez,True,26.0,1.2,FBK-003975,Pasivo
FB-11976,TRX-15935,3.0,3,Precio justo,Tal vez,True,67.0,-13.3,FBK-003976,Detractor
FB-11977,TRX-17932,1.0,1,Precio justo,Tal vez,False,81.0,-10.2,FBK-003977,Detractor
FB-11978,TRX-19915,3.0,4,Excelente,Sin Respuesta,False,68.0,-47.8,FBK-003978,Detractor
FB-11979,TRX-13774,4.0,2,Precio justo,Tal vez,True,54.0,-81.3,FBK-003979,Detractor
FB-11980,TRX-17355,1.0,1,Dañado,Sin Respuesta,False,62.0,17.3,FBK-003980,Pasivo
FB-11981,TRX-16862,1.0,2,Dañado,No,True,48.0,94.8,FBK-003981,Promotor
FB-11982,TRX-13764,1.0,2,No volvería,Sí,True,53.0,33.8,FBK-003982,Pasivo
FB-11983,TRX-19328,3.0,3,Lento,Sí,False,76.0,77.6,FBK-003983,Promotor
FB-11984,TRX-12052,3.0,3,Sin Comentario,Sin Respuesta,True,33.0,-80.7,FBK-003984,Detractor
FB-11985,TRX-18808,3.0,5,Excelente,No,True,70.0,-87.8,FBK-003985,Detractor
FB-11986,TRX-14013,5.0,1,Lento,Tal vez,False,48.0,53.2,FBK-003986,Promotor
FB-11987,TRX-16678,5.0,4,Precio justo,Sí,True,52.0,-9.1,FBK-003987,Detractor
FB-11988,TRX-19580,5.0,3,Excelente,Sin Respuesta,False,54.0,65.4,FBK-003988,Promotor
FB-11989,TRX-12263,1.0,1,Precio justo,No,True,79.0,-3.8,FBK-003989,Detractor
FB-11990,TRX-19921,3.0,3,Lento,No,False,56.0,-85.1,FBK-003990,Detractor
FB-11991,TRX-14264,5.0,4,No volvería,Sin Respuesta,True,73.0,-9.2,FBK-003991,Detractor
FB-11992,TRX-14700,1.0,3,Dañado,No,False,82.0,33.2,FBK-003992,Pasivo
FB-11993,TRX-15596,4.0,5,Dañado,Sí,False,80.0,3.3,FBK-003993,Pasivo
FB-11994,TRX-15142,5.0,1,Dañado,Sin Respuesta,True,46.0,-56.6,FBK-003994,Detractor
FB-11995,TRX-11932,1.0,1,Excelente,Sin Respuesta,True,25.0,84.8,FBK-003995,Promotor
FB-11996,TRX-11335,2.0,2,Precio justo,No,True,47.0,33.1,FBK-003996,Pasivo
FB-11997,TRX-16692,5.0,5,Dañado,Sin Respuesta,False,58.0,5.3,FBK-003997,Pasivo
FB-11998,TRX-16898,4.0,3,Precio justo,Sin Respuesta,True,32.0,-5.0,FBK-003998,Detractor
FB-11999,TRX-18274,1.0,2,Dañado,No,False,72.0,22.5,FBK-003999,Pasivo
FB-10332,TRX-12431,5.0,3,Lento,Sin Respuesta,True,50.0,-7.1,FBK-004000,Detractor
FB-11397,TRX-19437,5.0,5,Sin Comentario,Sí,False,26.0,-38.3,FBK-004001,Detractor
FB-11415,TRX-18096,2.0,2,No volvería,Sin Respuesta,False,37.0,-22.3,FBK-004002,Detractor
FB-9604,TRX-13245,1.0,4,Precio justo,No,False,53.0,-61.5,FBK-004003,Detractor
FB-8208,TRX-12947,1.0,1,Excelente,Sin Respuesta,False,66.0,52.3,FBK-004004,Promotor
FB-9367,TRX-17439,1.0,5,Dañado,Sí,False,30.0,61.2,FBK-004005,Promotor
FB-8032,TRX-10254,3.0,5,Lento,Tal vez,True,35.0,46.9,FBK-004006,Pasivo
FB-8420,TRX-12732,2.0,3,Dañado,Sí,False,74.0,-7.4,FBK-004007,Detractor
FB-10582,TRX-11979,1.0,4,No volvería,Sin Respuesta,False,25.0,-57.0,FBK-004008,Detractor
FB-11471,TRX-16858,2.0,4,Sin Comentario,Sí,True,59.0,92.5,FBK-004009,Promotor
FB-10920,TRX-14315,3.0,5,Sin Comentario,Tal vez,True,25.0,54.2,FBK-004010,Promotor
FB-9768,TRX-19086,1.0,5,Dañado,No,False,77.0,55.2,FBK-004011,Promotor
FB-9702,TRX-17698,2.0,1,No volvería,No,False,75.0,24.9,FBK-004012,Pasivo
FB-11475,TRX-11654,2.0,4,Precio justo,No,False,41.0,-43.6,FBK-004013,Detractor
FB-10030,TRX-12070,3.0,5,No volvería,Sí,True,61.0,-63.4,FBK-004014,Detractor
FB-11019,TRX-10558,2.0,1,Lento,Tal vez,True,80.0,-77.6,FBK-004015,Detractor
FB-10370,TRX-17068,3.0,3,Sin Comentario,Tal vez,True,68.0,24.7,FBK-004016,Pasivo
FB-10440,TRX-10392,5.0,4,Lento,No,True,25.0,-64.2,FBK-004017,Detractor
FB-10994,TRX-12735,2.0,2,Precio justo,No,True,57.0,-25.0,FBK-004018,Detractor
FB-10270,TRX-11196,3.0,2,Excelente,No,True,50.0,63.9,FBK-004019,Promotor
FB-9191,TRX-12168,4.0,5,Sin Comentario,Sin Respuesta,False,38.0,-42.0,FBK-004020,Detractor
FB-8151,TRX-18436,1.0,5,Lento,Sin Respuesta,True,50.0,-46.9,FBK-004021,Detractor
FB-9996,TRX-18672,1.0,1,Precio justo,Tal vez,True,72.0,43.5,FBK-004022,Pasivo
FB-9637,TRX-16358,1.0,5,Sin Comentario,No,False,82.0,4.1,FBK-004023,Pasivo
FB-9991,TRX-16919,3.0,5,Sin Comentario,Tal vez,False,74.0,12.5,FBK-004024,Pasivo
FB-10102,TRX-15805,3.0,1,Sin Comentario,Sí,True,31.0,-74.2,FBK-004025,Detractor
FB-10420,TRX-12088,1.0,2,Precio justo,Sin Respuesta,False,42.0,-42.9,FBK-004026,Detractor
FB-10968,TRX-16591,3.0,1,Lento,No,True,56.0,-26.1,FBK-004027,Detractor
FB-10504,TRX-19124,2.0,4,Precio justo,Sí,True,40.0,94.0,FBK-004028,Promotor
FB-11830,TRX-13955,2.0,4,Precio justo,Tal vez,False,60.0,-91.7,FBK-004029,Detractor
FB-10779,TRX-14806,2.0,5,Dañado,Sí,True,73.0,71.1,FBK-004030,Promotor
FB-11707,TRX-11950,5.0,5,Precio justo,Sin Respuesta,True,34.0,-75.0,FBK-004031,Detractor
FB-11345,TRX-15518,1.0,2,Lento,Sí,True,48.0,97.5,FBK-004032,Promotor
FB-11553,TRX-15515,4.0,2,Lento,No,True,69.0,-61.4,FBK-004033,Detractor
FB-9998,TRX-19690,1.0,3,Lento,No,False,45.0,-42.2,FBK-004034,Detractor
FB-8949,TRX-19973,2.0,4,Dañado,Sin Respuesta,False,24.0,65.9,FBK-004035,Promotor
FB-10925,TRX-11765,1.0,4,Lento,Tal vez,True,35.0,-28.4,FBK-004036,Detractor
FB-8248,TRX-10741,5.0,3,Sin Comentario,Tal vez,True,23.0,29.7,FBK-004037,Pasivo
FB-10163,TRX-11208,2.0,3,Precio justo,Tal vez,False,83.0,16.8,FBK-004038,Pasivo
FB-8077,TRX-15815,5.0,4,No volvería,Tal vez,False,37.0,37.3,FBK-004039,Pasivo
FB-9728,TRX-17354,5.0,5,Sin Comentario,Sí,True,19.0,64.7,FBK-004040,Promotor
FB-10360,TRX-16699,5.0,4,Dañado,Tal vez,True,42.0,-40.1,FBK-004041,Detractor
